video_id,feature,n_frames,open_mean,closed_mean,gap_open_minus_closed,separation_rough,acc_if_open_high,best_acc_allow_flip,direction
22,t_adapt,924,57.46701030927835,60.764236902050115,-3.2972265927717643,-1.1574593566522373,0.18398268398268397,0.816017316017316,closed_high
33,t_adapt,639,83.43917274939173,89.25657894736842,-5.817406197976695,-1.061069601585919,0.162754303599374,0.837245696400626,closed_high
WIN_20260414_20_31_10_Pro,t_adapt,729,81.18555240793201,87.3125,-6.126947592067992,-0.29535453996653843,0.4499314128943759,0.5500685871056241,closed_high
WIN_20260414_20_41_42_Pro,t_adapt,669,75.69376391982182,77.98863636363636,-2.2948724438145405,-1.0852993545026106,0.18684603886397608,0.8131539611360239,closed_high
WIN_20260414_20_42_23_Pro,t_adapt,642,90.34326710816777,91.63492063492063,-1.2916535267528673,-0.38960480998344343,0.45638629283489096,0.543613707165109,closed_high
WIN_20260414_21_29_13_Pro,t_adapt,642,45.915071770334926,45.417410714285715,0.4976610560492105,0.07362765028464362,0.3426791277258567,0.6573208722741433,open_high
test1,t_adapt,385,73.65040650406505,69.65467625899281,3.995730245072238,0.5379166000062342,0.6311688311688312,0.6311688311688312,open_high
test2,t_adapt,623,74.50867052023122,74.94666666666667,-0.43799614643545226,-0.03665696713968392,0.6195826645264848,0.6195826645264848,closed_high
test3,t_adapt,635,91.46232876712328,93.07106598984771,-1.6087372227244288,-0.2519956418259791,0.5385826771653544,0.5385826771653544,closed_high
test4,t_adapt,613,87.82227488151659,87.71204188481676,0.11023299669983544,0.02066052513467976,0.5530179445350734,0.5530179445350734,open_high
11,v_edge_density,1110,0.07144870820723581,0.08309242634378645,-0.011643718136550643,-0.512167718016211,0.3891891891891892,0.6108108108108108,closed_high
22,v_edge_density,924,0.000697339731038669,0.001198589088391185,-0.0005012493573525159,-0.3148828198251119,0.4145021645021645,0.5854978354978355,closed_high
33,v_edge_density,639,0.1265968930151136,0.18939386865857455,-0.06279697564346096,-1.632698732365446,0.15023474178403756,0.8497652582159625,closed_high
WIN_20260414_20_31_10_Pro,v_edge_density,729,0.0302744417650664,0.012875712209066666,0.017398729555999734,0.8296793859737245,0.7091906721536351,0.7091906721536351,open_high
WIN_20260414_20_41_42_Pro,v_edge_density,669,0.06348410930816276,0.07009455373058314,-0.0066104444224203834,-0.36466240105910297,0.4110612855007474,0.5889387144992526,closed_high
